,high_vol,low_vol,mid_vol
ma_crossover,0.5253493964321458,1.7643570501489667,0.37293579149401135
rsi_mean_reversion,0.6865474927246318,0.13185149123967008,0.5569827860336406
donchian_breakout,0.3845159285255846,1.8705585571264576,0.4022642877488329
buy_and_hold,0.7332957928117333,2.3057021784871097,0.721907992992338
