,high_vol,low_vol,mid_vol
ma_crossover,0.2815566025517298,0.7693770189742346,-0.8309802675538576
rsi_mean_reversion,-0.1394247948168731,-0.7692428873572045,-0.18283680693560853
donchian_breakout,0.0898598834201795,-0.08779350566232598,-0.8179017597779821
buy_and_hold,0.029751079091591,0.27987503706603983,-1.3289712765924189
