,sideways,trending
ma_crossover,-0.1602505681786488,5.497318018607872
rsi_mean_reversion,-0.12428680523714036,-5.525842292582287
donchian_breakout,-0.5239875572006419,5.497363198873794
buy_and_hold,-0.40516833859511814,0.49034845662335075
