strategy,cagr,sharpe,max_drawdown,calmar,annualized_vol,num_trades,win_rate,profit_factor,avg_trade_pnl,n_folds
ma_crossover,0.15035873345953243,0.7758558792163288,-0.3343475391747126,0.4497079112072148,0.20909402465700636,27,0.4444444444444444,2.383439103592069,4236.662552513715,13
rsi_mean_reversion,0.06691144473911237,0.4735391053823934,-0.24798852564626694,0.2698166964166538,0.165673556759079,18,0.7222222222222222,8.49838805615132,2409.654616112831,13
donchian_breakout,0.1341420817018033,0.7871411618810733,-0.3087856305875277,0.4344181477828829,0.18105190976266516,43,0.5348837209302325,2.104512066297074,2090.955540419696,13
buy_and_hold,0.2880013802791874,0.9839909578403997,-0.3310245221105602,0.8700303483347276,0.304985031417655,1,1.0,inf,417699.4909056108,1
