strategy,cagr,sharpe,max_drawdown,calmar,annualized_vol,num_trades,win_rate,profit_factor,avg_trade_pnl,n_folds
ma_crossover,0.0016161705345949517,0.06740669965424988,-0.17817867231889128,0.009070504979981256,0.10381497013483351,17,0.35294117647058826,1.066068095275321,110.66343626925084,13
rsi_mean_reversion,-0.017861167033483394,-0.29974707899197744,-0.20535998101367436,-0.08697491568376249,0.05516945531973635,12,0.6666666666666666,0.5439125607398756,-953.9079308641467,13
donchian_breakout,-0.024350670046167644,-0.24608499529423117,-0.2787731622782057,-0.08734940568585488,0.08551937243417564,34,0.3235294117647059,0.613271432818749,-535.4984779471455,13
buy_and_hold,-0.05968065829395075,-0.3069194802461878,-0.4976475663364768,-0.11992555039161708,0.15946466104267473,1,0.0,0.0,-33001.60158243771,1
