,sideways,trending
ma_crossover,0.5450185761658815,4.780419917027752
rsi_mean_reversion,-0.165228366816317,0.0
donchian_breakout,0.45150133923929237,3.846584444573127
buy_and_hold,0.6920220316608356,4.494740079337105
