,sideways,trending
ma_crossover,0.4150490717118501,6.350347498096233
rsi_mean_reversion,0.5190301214252165,0.0
donchian_breakout,0.6472208352977532,5.357730864552806
buy_and_hold,0.708113351519308,6.315061560449969
