,sideways,trending
ma_crossover,0.2710486183768373,5.201443878486462
rsi_mean_reversion,0.5021958734076053,0.0
donchian_breakout,0.3324047510282767,4.93823270587415
buy_and_hold,0.6339800321150484,5.607552339765017
