strategy,cagr,sharpe,max_drawdown,calmar,annualized_vol,num_trades,win_rate,profit_factor,avg_trade_pnl,n_folds
ma_crossover,0.08959732563239409,0.6253576781428877,-0.24644502414599523,0.36355907749760935,0.15743069099471932,24,0.5416666666666666,2.0451778956114235,2441.2946379813607,13
rsi_mean_reversion,0.060866436815875335,0.519420996851271,-0.2141143394140188,0.2842707171432452,0.1302883064135398,17,0.8235294117647058,17.39395370542742,2225.1498391460927,13
donchian_breakout,0.09926593850055365,0.8139910312207755,-0.19389261551449588,0.5119634816269333,0.1263570137453515,36,0.6388888888888888,2.510432468386128,1789.06801149474,13
buy_and_hold,0.1912719749411811,0.8551104135297479,-0.3477366248618178,0.5500484023423993,0.23846185413907534,1,1.0,inf,211724.34462005165,1
