entry_date,entry_price,side,shares,exit_date,exit_price,exit_reason,commission_paid,slippage_paid,pnl,pnl_pct
2019-07-08,297.1585147705078,1,319.85453983509143,2019-08-02,293.70308110046386,signal,94.4948819267687,94.49462924138473,-1294.225657630736,-0.011628250574318932
2019-09-06,298.3190984344482,1,314.78770934750105,2019-10-03,287.66609255981444,signal,92.23046799232091,92.22965269090113,-3537.8954376246606,-0.03571010347825465
2019-10-28,303.0914724426269,1,299.0257882659921,2020-01-03,322.4100036621094,end_of_data,45.316083231928374,45.29343651366256,5686.129506301328,0.06373828687357519
2020-01-07,323.1814990081787,1,294.0994465700979,2020-01-28,324.89746755981446,signal,95.29983270068388,95.29998269203057,314.0655859750491,0.005309612576530398
2020-02-07,332.9864173278808,1,286.60806198862326,2020-02-25,323.77803244018554,signal,94.11699306552501,94.11635679526658,-2827.4306965684605,-0.027653935441541044
2020-04-07,274.3470964508056,1,338.3984958937964,2020-07-02,312.2300109863281,end_of_data,46.41932239589145,46.396124333710596,12726.705852164449,0.13808389090174122
2020-07-07,315.53769488525387,1,301.22391568641035,2020-09-09,337.3812127990723,signal,98.3373949991833,98.33906453143601,6383.113538836009,0.06922633418413571
2020-10-06,340.07995866394043,1,297.60047919553284,2020-10-27,339.59012976074223,signal,101.1350720050279,101.13506084545195,-348.04344916608693,-0.0014403345175721949
2020-11-06,350.1049576721191,1,288.4085934805878,2021-01-04,368.7900085449219,end_of_data,50.4866392063983,50.461408502135164,5287.981193629745,0.05336985513441861
2021-01-06,369.89484645080563,1,256.95816233179363,2021-02-01,373.5331412200928,signal,95.51494476896869,95.51520237014525,743.8593907982872,0.009836024492358098
2021-02-05,388.39411221313475,1,246.77332006991338,2021-03-05,380.2697614593506,signal,94.84286806197986,94.84239055431604,-2194.558267540112,-0.020917801012714232
2021-03-12,392.2660423278808,1,239.2498126050336,2021-05-13,406.8664723205567,signal,95.59615218811396,95.59704937489329,3301.9569381376036,0.03722073393360903
2021-06-11,424.4121122131347,1,228.7372684495695,2021-06-21,416.5915877990723,signal,96.18444454838671,96.1840213830319,-1981.2138582472328,-0.018426722963398978
2021-06-28,427.38359843444823,1,222.95472699326385,2021-07-02,433.7200012207031,end_of_data,47.64359675517555,47.61978686174225,1317.4675697118982,0.014826031718263799
2021-07-07,433.87683366394043,1,219.0656256001423,2021-07-20,425.46715267944336,signal,94.12636398701676,94.12592695049241,-2030.524316903981,-0.019382645792540232
2021-07-26,439.529652557373,1,212.06078178796454,2021-08-19,436.0518540191651,signal,92.83824940185225,92.83808823518964,-923.1810145504569,-0.007912545872553967
2021-08-24,448.1939862213135,1,206.2004051562274,2021-09-13,448.4156946411133,signal,92.44063973041406,92.44067426967001,-139.16494801081328,0.0004946706707713577
2021-10-15,444.972375,1,207.59349677232282,2021-11-29,463.8379723205567,signal,94.3315589515718,94.33256162853442,3727.711195892818,0.04239723268339235
2021-12-13,470.4250974426269,1,204.08377200894208,2021-12-20,454.252770980835,signal,94.35587364052418,94.35507210192617,-3489.220332224969,-0.034378111520217636
2021-12-28,477.95886122131344,1,194.11585662116124,2022-01-04,477.54998779296875,end_of_data,46.38969688782499,46.366513631002604,-172.12502631158827,-0.0008554573657236775
2022-01-06,468.12395965576167,1,203.03916951803504,2022-01-21,445.33721755981446,signal,92.7341994044086,92.73306593736484,-4812.068456524542,-0.04867672680694146
2022-03-23,447.1334586639404,1,202.53883474798693,2022-04-25,423.45817842102053,signal,88.16430785826515,88.16313110812175,-4971.491111699417,-0.052949024019949054
2022-07-21,394.3570836639404,1,241.0188733442321,2022-08-29,401.99891220092775,signal,95.96841245213724,95.96889690057384,1649.8875949217843,0.019377941600510207
2022-10-26,381.8108051147461,1,253.2848511712533,2022-12-16,384.9874026794434,signal,97.10918496976751,97.10941039311734,610.3654460424409,0.008319821026915752
2023-01-24,399.0794448852539,1,238.1668643127654,2023-02-22,399.3202290191651,signal,95.07617340107495,95.07621150681786,-132.8055827580028,0.0006033488745089688
2023-04-03,409.05443110656734,1,232.27138481017332,2023-04-26,406.5166412200928,signal,94.71691119021568,94.71678750539746,-778.889669984301,-0.006204039593482258
2023-05-01,415.67773622131347,1,227.00602349591898,2023-07-03,443.7900085449219,end_of_data,47.18067497769295,47.15709642947594,6287.317380209553,0.06762996878101024
2023-07-06,439.63972343444823,1,216.1940674002173,2023-08-03,447.8159885406494,signal,95.93133000472605,95.93179590267444,1575.7968835447036,0.018597648643595033
2023-08-30,449.7347647705078,1,214.8742856601484,2023-09-21,435.48216220092775,signal,95.10517741862947,95.10443556528605,-3252.727408920427,-0.03169112927450235
2023-10-10,433.1564724426269,1,216.1694458655476,2023-10-24,422.43866889953614,signal,92.47676379459514,92.47620769822541,-2501.8146242985576,-0.02474349161320777
2023-11-06,435.68773622131346,1,209.6574475143817,2024-01-04,467.2799987792969,end_of_data,45.672589344739905,45.64976446250464,6532.230775303729,0.07251125044735174
2024-01-22,484.2520147705078,1,196.27693246675292,2024-04-05,514.20279196167,signal,97.98682333603824,97.98831749477564,5682.671531245685,0.061849566501764874
2024-05-10,522.0709025573731,1,192.58279321300142,2024-05-31,523.3282318420411,signal,100.66294266254653,100.66302836329336,40.81401460402918,0.0024083496676581273
2024-06-06,535.2474704589844,1,188.0930758548269,2024-07-03,551.4600219726562,end_of_data,50.33817153107299,50.313015023559664,2948.8174951067417,0.03028982369551292
2024-07-08,555.717722442627,1,171.03557464790558,2024-07-25,541.0793005981445,signal,93.79565455394524,93.7950520799854,-2691.2815987434356,-0.026341470234456543
